director_name,director_name,proportion
Shana Feste,3,0.07987220447284345
Shane Acker,1,0.026624068157614485
Shane Black,2,0.05324813631522897
Shane Carruth,1,0.026624068157614485
Shane Meadows,1,0.026624068157614485
Shari Springer Berman,1,0.026624068157614485
Sharon Maguire,1,0.026624068157614485
Shawn Levy,12,0.3194888178913738
Shekhar Kapur,3,0.07987220447284345
Sheldon Lettich,2,0.05324813631522897
Siddiq Barmak,1,0.026624068157614485
Sidney J. Furie,1,0.026624068157614485
Sidney Lumet,4,0.10649627263045794
Simon Curtis,2,0.05324813631522897
Simon Wells,2,0.05324813631522897
Simon West,7,0.1863684771033014
Simon Wincer,4,0.10649627263045794
Sngmoo Lee,1,0.026624068157614485
Sofia Coppola,4,0.10649627263045794
Spencer Susser,1,0.026624068157614485
Spike Jonze,4,0.10649627263045794
Spike Lee,15,0.3993610223642172
Stanley Kramer,1,0.026624068157614485
Stanley Kubrick,2,0.05324813631522897
Stanley Tong,1,0.026624068157614485
Stefan Ruzowitzky,3,0.07987220447284345
Stefan Schwartz,1,0.026624068157614485
Stefen Fangmeier,1,0.026624068157614485
Stephan Elliott,1,0.026624068157614485
Stephen Carpenter,1,0.026624068157614485
Stephen Chbosky,1,0.026624068157614485
Stephen Chow,2,0.05324813631522897
Stephen Daldry,4,0.10649627263045794
Stephen Frears,9,0.23961661341853036
Stephen Gaghan,3,0.07987220447284345
Stephen Herek,7,0.1863684771033014
Stephen Hillenburg,1,0.026624068157614485
Stephen Hopkins,5,0.13312034078807242
Stephen J. Anderson,1,0.026624068157614485
Stephen Kay,3,0.07987220447284345
Stephen Milburn Anderson,1,0.026624068157614485
Stephen Norrington,2,0.05324813631522897
Stephen Sommers,4,0.10649627263045794
Sterling Van Wagenen,1,0.026624068157614485
Steve Antin,1,0.026624068157614485
Steve Barron,1,0.026624068157614485
Steve Beck,2,0.05324813631522897
Steve Bendelack,1,0.026624068157614485
Steve Box,1,0.026624068157614485
Steve Buscemi,2,0.05324813631522897
Steve Carr,4,0.10649627263045794
Steve Carver,1,0.026624068157614485
Steve Gomer,1,0.026624068157614485
Steve Hickner,1,0.026624068157614485
Steve James,2,0.05324813631522897
Steve Martino,2,0.05324813631522897
Steve McQueen,2,0.05324813631522897
Steve Miner,5,0.13312034078807242
Steve Oedekerk,4,0.10649627263045794
Steve Pink,3,0.07987220447284345
Steve Rash,2,0.05324813631522897
Steve Taylor,1,0.026624068157614485
Steve Trenbirth,1,0.026624068157614485
Steven Brill,4,0.10649627263045794
Steven E. de Souza,1,0.026624068157614485
Steven Quale,2,0.05324813631522897
Steven R. Monroe,1,0.026624068157614485
Steven Seagal,1,0.026624068157614485
Steven Shainberg,2,0.05324813631522897
Steven Soderbergh,16,0.42598509052183176
Steven Spielberg,25,0.6656017039403621
Steven Zaillian,2,0.05324813631522897
Stewart Hendler,1,0.026624068157614485
Stig Bergqvist,1,0.026624068157614485
Stiles White,1,0.026624068157614485
Stuart Baird,2,0.05324813631522897
Stuart Beattie,1,0.026624068157614485
Stuart Gillard,1,0.026624068157614485
Stuart Gordon,2,0.05324813631522897
Stéphane Aubier,1,0.026624068157614485
Susan Seidelman,1,0.026624068157614485
Susan Stroman,1,0.026624068157614485
Susanna White,1,0.026624068157614485
Susanne Bier,1,0.026624068157614485
Sydney Pollack,5,0.13312034078807242
Sylvain Chomet,1,0.026624068157614485
Sylvain White,2,0.05324813631522897
Sylvester Stallone,2,0.05324813631522897
Sylvio Tabet,1,0.026624068157614485
Takao Okawara,1,0.026624068157614485
Takashi Shimizu,2,0.05324813631522897
Takeshi Kitano,1,0.026624068157614485
Tamara Jenkins,1,0.026624068157614485
Tamra Davis,3,0.07987220447284345
Tarsem Singh,4,0.10649627263045794
Tate Taylor,2,0.05324813631522897
Taylor Hackford,6,0.1597444089456869
Ted Demme,1,0.026624068157614485
Terence Davies,1,0.026624068157614485
Terence Young,3,0.07987220447284345
Terrence Malick,3,0.07987220447284345
Terry George,1,0.026624068157614485
Terry Gilliam,7,0.1863684771033014
Terry Zwigoff,2,0.05324813631522897
Thaddeus O'Sullivan,1,0.026624068157614485
Thea Sharrock,1,0.026624068157614485
Theodore Melfi,1,0.026624068157614485
Theodore Witcher,1,0.026624068157614485
Thomas Bezucha,2,0.05324813631522897
Thomas Carter,3,0.07987220447284345
Thomas Vinterberg,3,0.07987220447284345
Thor Freudenthal,3,0.07987220447284345
Ti West,2,0.05324813631522897
Tim Blake Nelson,2,0.05324813631522897
Tim Burton,16,0.42598509052183176
Tim Chambers,1,0.026624068157614485
Tim Heidecker,1,0.026624068157614485
Tim Hill,4,0.10649627263045794
Tim Hunter,1,0.026624068157614485
Tim Johnson,4,0.10649627263045794
Tim McCanlies,1,0.026624068157614485
Tim Miller,1,0.026624068157614485
Tim Robbins,2,0.05324813631522897
Tim Story,6,0.1597444089456869
Timothy Björklund,1,0.026624068157614485
Timur Bekmambetov,3,0.07987220447284345
Tina Gordon Chism,1,0.026624068157614485
Tobe Hooper,6,0.1597444089456869
Tod Williams,1,0.026624068157614485
Todd Field,2,0.05324813631522897
Todd Graff,2,0.05324813631522897
Todd Haynes,2,0.05324813631522897
Todd Lincoln,1,0.026624068157614485
Todd Phillips,7,0.1863684771033014
Todd Solondz,1,0.026624068157614485
Todd Strauss-Schulson,1,0.026624068157614485
Tom Brady,1,0.026624068157614485
Tom Dey,3,0.07987220447284345
Tom Ford,1,0.026624068157614485
Tom Gormican,1,0.026624068157614485
Tom Green,1,0.026624068157614485
Tom Hanks,2,0.05324813631522897
Tom Holland,2,0.05324813631522897
Tom Hooper,3,0.07987220447284345
Tom Kalin,1,0.026624068157614485
Tom McCarthy,2,0.05324813631522897
Tom McGrath,1,0.026624068157614485
Tom McLoughlin,1,0.026624068157614485
Tom Putnam,1,0.026624068157614485
Tom Schulman,1,0.026624068157614485
Tom Shadyac,7,0.1863684771033014
Tom Tykwer,4,0.10649627263045794
Tom Vaughan,2,0.05324813631522897
Tomas Alfredson,1,0.026624068157614485
Tomm Moore,1,0.026624068157614485
Tommy Lee Jones,2,0.05324813631522897
Tommy Lee Wallace,1,0.026624068157614485
Tommy O'Haver,2,0.05324813631522897
Tommy Wirkola,2,0.05324813631522897
Tony Bancroft,1,0.026624068157614485
Tony Bill,1,0.026624068157614485
Tony Gilroy,3,0.07987220447284345
Tony Goldwyn,2,0.05324813631522897
Tony Jaa,1,0.026624068157614485
Tony Kaye,1,0.026624068157614485
Tony Maylam,1,0.026624068157614485
Tony Richardson,1,0.026624068157614485
Tony Scott,12,0.3194888178913738
Travis Cluff,1,0.026624068157614485
Trent Cooper,1,0.026624068157614485
Trey Parker,3,0.07987220447284345
Troy Duffy,1,0.026624068157614485
Troy Miller,1,0.026624068157614485
Troy Nixey,1,0.026624068157614485
Tuck Tucker,1,0.026624068157614485
Tyler Perry,6,0.1597444089456869
Udayan Prasad,1,0.026624068157614485
Uli Edel,2,0.05324813631522897
Ulu Grosbard,1,0.026624068157614485
Uwe Boll,3,0.07987220447284345
Vadim Perelman,2,0.05324813631522897
Vic Armstrong,2,0.05324813631522897
Vicente Amorim,1,0.026624068157614485
Vicky Jenson,1,0.026624068157614485
Victor Fleming,2,0.05324813631522897
Victor Nunez,2,0.05324813631522897
Victor Salva,3,0.07987220447284345
Vincent Gallo,2,0.05324813631522897
Vincent Paronnaud,1,0.026624068157614485
Vincent Ward,1,0.026624068157614485
Vincente Minnelli,1,0.026624068157614485
Vincenzo Natali,2,0.05324813631522897
Vondie Curtis-Hall,1,0.026624068157614485
Wallace Wolodarsky,1,0.026624068157614485
Wally Pfister,1,0.026624068157614485
Walt Becker,3,0.07987220447284345
Walter Hill,3,0.07987220447284345
Walter Salles,3,0.07987220447284345
Warren Beatty,2,0.05324813631522897
Wayne Beach,1,0.026624068157614485
Wayne Kramer,2,0.05324813631522897
Wayne Wang,4,0.10649627263045794
Werner Herzog,2,0.05324813631522897
Wes Anderson,7,0.1863684771033014
Wes Ball,2,0.05324813631522897
Wes Craven,12,0.3194888178913738
Whit Stillman,1,0.026624068157614485
Wil Shriner,1,0.026624068157614485
Will Finn,1,0.026624068157614485
Will Gluck,3,0.07987220447284345
Willard Huyck,1,0.026624068157614485
William A. Fraker,1,0.026624068157614485
William A. Graham,1,0.026624068157614485
William Brent Bell,3,0.07987220447284345
William Cottrell,1,0.026624068157614485
William Dear,1,0.026624068157614485
William Friedkin,4,0.10649627263045794
William Malone,2,0.05324813631522897
William Shatner,1,0.026624068157614485
William Wyler,1,0.026624068157614485
Wilson Yip,1,0.026624068157614485
Wolfgang Becker,1,0.026624068157614485
Wolfgang Petersen,6,0.1597444089456869
Woody Allen,19,0.5058572949946752
Wych Kaosayananda,1,0.026624068157614485
Xavier Beauvois,1,0.026624068157614485
Xavier Gens,2,0.05324813631522897
Yarrow Cheney,1,0.026624068157614485
Yash Chopra,1,0.026624068157614485
Yimou Zhang,5,0.13312034078807242
Zach Braff,2,0.05324813631522897
Zach Cregger,1,0.026624068157614485
Zack Snyder,8,0.21299254526091588
Zak Penn,1,0.026624068157614485
Zal Batmanglij,1,0.026624068157614485
Álex de la Iglesia,1,0.026624068157614485
Émile Gaudreault,1,0.026624068157614485
