actor_1_name,actor_1_name,proportion
Corinna Harney,1,0.026624068157614485
Cory Hardrict,1,0.026624068157614485
Costas Mandylor,5,0.13312034078807242
Craig Ferguson,2,0.05324813631522897
Craig Parker,1,0.026624068157614485
Craig Roberts,1,0.026624068157614485
Craig Stark,1,0.026624068157614485
Craig T. Nelson,2,0.05324813631522897
Curtis Armstrong,2,0.05324813631522897
Curtiss Cook,1,0.026624068157614485
Cécile De France,1,0.026624068157614485
D.B. Woodside,1,0.026624068157614485
Dameon Clarke,1,0.026624068157614485
Damián Alcázar,1,0.026624068157614485
Damon Wayans,1,0.026624068157614485
Damon Wayans Jr.,2,0.05324813631522897
Dan Byrd,2,0.05324813631522897
Dan Futterman,1,0.026624068157614485
Dana Delany,1,0.026624068157614485
Dane Cook,4,0.10649627263045794
Dania Ramirez,1,0.026624068157614485
Daniel Kaluuya,1,0.026624068157614485
Daniel London,1,0.026624068157614485
Daniel Mays,1,0.026624068157614485
Daniel Radcliffe,9,0.23961661341853036
Daniel Roebuck,4,0.10649627263045794
Daniel Sharman,1,0.026624068157614485
Daniel Stern,1,0.026624068157614485
Daniel von Bargen,1,0.026624068157614485
Danielle Kotch,1,0.026624068157614485
Danneel Ackles,2,0.05324813631522897
Danny Dyer,2,0.05324813631522897
Danny Huston,1,0.026624068157614485
Danny Pino,1,0.026624068157614485
Danny Strong,1,0.026624068157614485
Darci Kistler,1,0.026624068157614485
Darcy Donavan,1,0.026624068157614485
Darryl Hunt,1,0.026624068157614485
Daryl Sabara,2,0.05324813631522897
Dave Chappelle,2,0.05324813631522897
David Arquette,2,0.05324813631522897
David Belle,1,0.026624068157614485
David Carradine,3,0.07987220447284345
David Gant,1,0.026624068157614485
David Hewlett,1,0.026624068157614485
David Hyde Pierce,2,0.05324813631522897
David Jason Perez,1,0.026624068157614485
David Keith,2,0.05324813631522897
David Lyons,1,0.026624068157614485
David Margulies,1,0.026624068157614485
David Masterson,1,0.026624068157614485
David Oyelowo,6,0.1597444089456869
David Paymer,2,0.05324813631522897
David Richmond-Peck,1,0.026624068157614485
David Zayas,1,0.026624068157614485
Dax Flame,1,0.026624068157614485
Dean Stockwell,2,0.05324813631522897
Debbie Reynolds,1,0.026624068157614485
Deborah Kara Unger,2,0.05324813631522897
Deborah Mailman,1,0.026624068157614485
Debra Messing,1,0.026624068157614485
Del Zamora,1,0.026624068157614485
Delroy Lindo,4,0.10649627263045794
Demi Moore,6,0.1597444089456869
Demián Bichir,2,0.05324813631522897
Denis Lavant,1,0.026624068157614485
Denis Leary,2,0.05324813631522897
Denis O'Hare,1,0.026624068157614485
Dennis Quaid,13,0.34611288604898827
Denzel Washington,30,0.7987220447284344
Derek Luke,1,0.026624068157614485
Derick Martini,1,0.026624068157614485
Desmond Llewelyn,3,0.07987220447284345
Devin Ratray,2,0.05324813631522897
Dianne Wiest,5,0.13312034078807242
Diedrich Bader,2,0.05324813631522897
Divine,1,0.026624068157614485
Djimon Hounsou,8,0.21299254526091588
Dolly Parton,2,0.05324813631522897
Dominic Cooper,6,0.1597444089456869
Dominic Flores,1,0.026624068157614485
Don Cheadle,10,0.26624068157614483
Don Johnson,3,0.07987220447284345
Don McKellar,1,0.026624068157614485
Don Rickles,1,0.026624068157614485
Don Wallace,1,0.026624068157614485
Donald Faison,2,0.05324813631522897
Donald Glover,1,0.026624068157614485
Donald Pleasence,6,0.1597444089456869
Dong-gun Jang,1,0.026624068157614485
Donny Boaz,1,0.026624068157614485
Doona Bae,1,0.026624068157614485
Dorian Missick,1,0.026624068157614485
Doug E. Doug,1,0.026624068157614485
Dougray Scott,1,0.026624068157614485
Drake Bell,3,0.07987220447284345
Dreama Walker,1,0.026624068157614485
Drew Fuller,1,0.026624068157614485
Drew Powell,1,0.026624068157614485
Dustin Lance Black,1,0.026624068157614485
Dustin Milligan,1,0.026624068157614485
Dwayne Johnson,19,0.5058572949946752
Dyan Cannon,1,0.026624068157614485
Dylan Authors,1,0.026624068157614485
Dylan Baker,2,0.05324813631522897
Dylan Walsh,1,0.026624068157614485
Eamonn Walker,1,0.026624068157614485
Eartha Kitt,1,0.026624068157614485
Ed Begley Jr.,5,0.13312034078807242
Ed Skrein,1,0.026624068157614485
Ed Wynn,1,0.026624068157614485
Eddie Cahill,1,0.026624068157614485
Eddie Cibrian,3,0.07987220447284345
Eddie Griffin,1,0.026624068157614485
Eddie Izzard,2,0.05324813631522897
Eddie Marsan,2,0.05324813631522897
Eddie Redmayne,4,0.10649627263045794
Edgar Arreola,1,0.026624068157614485
Edie Falco,1,0.026624068157614485
Eileen Brennan,4,0.10649627263045794
Elaine Hendrix,1,0.026624068157614485
Elden Henson,1,0.026624068157614485
Eleanor Parker,1,0.026624068157614485
Elina Alminas,1,0.026624068157614485
Elisabeth Harnois,1,0.026624068157614485
Elizabeth Berrington,1,0.026624068157614485
Elizabeth Daily,3,0.07987220447284345
Elizabeth McGovern,1,0.026624068157614485
Ellar Coltrane,1,0.026624068157614485
Ellen Burstyn,4,0.10649627263045794
Elpidia Carrillo,1,0.026624068157614485
Emilia Fox,1,0.026624068157614485
Emily Osment,1,0.026624068157614485
Emily Podleski,1,0.026624068157614485
Emily Rios,1,0.026624068157614485
Emily Watson,4,0.10649627263045794
Emir Kusturica,2,0.05324813631522897
Emma Bell,2,0.05324813631522897
Emma Stone,12,0.3194888178913738
Emma Watson,1,0.026624068157614485
Emmanuelle Vaugier,2,0.05324813631522897
Eoin Macken,1,0.026624068157614485
Eric Dane,3,0.07987220447284345
Eric Idle,4,0.10649627263045794
Eric Mendenhall,1,0.026624068157614485
Eric Sheffer Stevens,1,0.026624068157614485
Eric Stoltz,2,0.05324813631522897
Erick Avari,1,0.026624068157614485
Erika Christensen,3,0.07987220447284345
Esai Morales,2,0.05324813631522897
Essence Atkins,1,0.026624068157614485
Essie Davis,2,0.05324813631522897
Estella Warren,2,0.05324813631522897
Ethan Embry,3,0.07987220447284345
Ethan Suplee,5,0.13312034078807242
Eugenio Derbez,1,0.026624068157614485
Eva Amurri Martino,1,0.026624068157614485
Eva Green,3,0.07987220447284345
Ezra Miller,2,0.05324813631522897
F. Murray Abraham,2,0.05324813631522897
Faizon Love,2,0.05324813631522897
Fann Wong,1,0.026624068157614485
Fanny Ardant,1,0.026624068157614485
Farrah Fawcett,1,0.026624068157614485
Fay Masterson,1,0.026624068157614485
Fereshteh Sadre Orafaiy,1,0.026624068157614485
Fergie,1,0.026624068157614485
Fernanda Andrade,1,0.026624068157614485
Fernanda Montenegro,1,0.026624068157614485
Finn Wittrock,2,0.05324813631522897
Fionnula Flanagan,1,0.026624068157614485
Fisher Stevens,3,0.07987220447284345
Flavio Parenti,1,0.026624068157614485
Florian Lukas,1,0.026624068157614485
Fran Drescher,1,0.026624068157614485
Frances Bavier,1,0.026624068157614485
Frances Conroy,2,0.05324813631522897
Frances Fisher,3,0.07987220447284345
Francesca Capaldi,1,0.026624068157614485
Frank Grillo,3,0.07987220447284345
Frank Langella,4,0.10649627263045794
Frank Welker,3,0.07987220447284345
Frank Whaley,1,0.026624068157614485
Frankie Muniz,2,0.05324813631522897
François Cluzet,1,0.026624068157614485
Françoise Yip,1,0.026624068157614485
Fred Gwynne,2,0.05324813631522897
Gabriel Millman,1,0.026624068157614485
Gary Cole,7,0.1863684771033014
Gary Dourdan,3,0.07987220447284345
Gary Lewis,1,0.026624068157614485
Gary Oldman,12,0.3194888178913738
Gary Weeks,1,0.026624068157614485
Gavin MacLeod,1,0.026624068157614485
Gena Rowlands,1,0.026624068157614485
Geoffrey Arend,1,0.026624068157614485
George Carlin,1,0.026624068157614485
George Coe,1,0.026624068157614485
George Kennedy,6,0.1597444089456869
Geraldine Chaplin,1,0.026624068157614485
Gerard Butler,19,0.5058572949946752
Gerry Bednob,1,0.026624068157614485
Giancarlo Giannini,1,0.026624068157614485
Gillian White,1,0.026624068157614485
Ginger Rogers,2,0.05324813631522897
Gladys Cooper,1,0.026624068157614485
Glen Hansard,1,0.026624068157614485
Glenn Morshower,3,0.07987220447284345
Glenn Plummer,1,0.026624068157614485
Gloria Grahame,1,0.026624068157614485
Goran Visnjic,3,0.07987220447284345
Grace Phipps,1,0.026624068157614485
Greg Ayres,1,0.026624068157614485
Greg Germann,1,0.026624068157614485
Greg Grunberg,2,0.05324813631522897
Gregory Scott Cummins,1,0.026624068157614485
Gregory Smith,3,0.07987220447284345
Gretchen Mol,2,0.05324813631522897
Gunnar Hansen,3,0.07987220447284345
Hal Holbrook,1,0.026624068157614485
Haley Joel Osment,5,0.13312034078807242
Haley Ramm,1,0.026624068157614485
Hanno Pöschl,1,0.026624068157614485
Harold Perrineau,4,0.10649627263045794
Harold Ramis,1,0.026624068157614485
Harrison Ford,25,0.6656017039403621
Harry Lennix,3,0.07987220447284345
Harry Styles,1,0.026624068157614485
Harvey Fierstein,1,0.026624068157614485
Hattie McDaniel,1,0.026624068157614485
Hayden Christensen,4,0.10649627263045794
Hayley Atwell,3,0.07987220447284345
Heath Ledger,5,0.13312034078807242
Heather Donahue,1,0.026624068157614485
Heather Locklear,2,0.05324813631522897
Heather Matarazzo,2,0.05324813631522897
Heather O'Rourke,2,0.05324813631522897
Hector Elizondo,3,0.07987220447284345
Henry Cavill,7,0.1863684771033014
Henry Ian Cusick,2,0.05324813631522897
Henry Thomas,2,0.05324813631522897
Hiroshi Abe,1,0.026624068157614485
Holly Hunter,6,0.1597444089456869
Honor Blackman,1,0.026624068157614485
Hope Davis,2,0.05324813631522897
Hugh Jackman,21,0.5591054313099041
Hugh M. Hefner,2,0.05324813631522897
Hulk Hogan,1,0.026624068157614485
Hunter Parrish,2,0.05324813631522897
Ian McDiarmid,1,0.026624068157614485
Ian McNeice,1,0.026624068157614485
Ian Somerhalder,3,0.07987220447284345
Ian Whyte,1,0.026624068157614485
Ian Ziering,1,0.026624068157614485
Iko Uwais,1,0.026624068157614485
Illeana Douglas,2,0.05324813631522897
Imelda Staunton,2,0.05324813631522897
Indira Varma,2,0.05324813631522897
Ioan Gruffudd,4,0.10649627263045794
Irvin Kershner,1,0.026624068157614485
Isaac Hayes,1,0.026624068157614485
Isaac Hempstead Wright,1,0.026624068157614485
Isabella Rossellini,2,0.05324813631522897
Isabelle Adjani,1,0.026624068157614485
Isabelle Huppert,1,0.026624068157614485
Isaiah Washington,1,0.026624068157614485
Ivana Baquero,1,0.026624068157614485
Ivana Milicevic,3,0.07987220447284345
Izabella Scorupco,1,0.026624068157614485
J.D. Evermore,1,0.026624068157614485
J.K. Simmons,31,0.825346112886049
Jack Davenport,1,0.026624068157614485
Jack McBrayer,3,0.07987220447284345
Jack Palance,1,0.026624068157614485
Jack Reynor,1,0.026624068157614485
Jackson Nicoll,1,0.026624068157614485
Jacob Tremblay,1,0.026624068157614485
Jacqueline McKenzie,1,0.026624068157614485
Jada Pinkett Smith,6,0.1597444089456869
Jaime King,2,0.05324813631522897
Jake Busey,1,0.026624068157614485
Jake Gyllenhaal,13,0.34611288604898827
James Babson,1,0.026624068157614485
James Brolin,1,0.026624068157614485
James Callis,1,0.026624068157614485
James Coburn,2,0.05324813631522897
James Corden,3,0.07987220447284345
James D'Arcy,2,0.05324813631522897
James Duval,1,0.026624068157614485
James Franco,10,0.26624068157614483
James Kyson,1,0.026624068157614485
James Lafferty,1,0.026624068157614485
James Martin Kelly,1,0.026624068157614485
James Nesbitt,3,0.07987220447284345
James Wilcox,1,0.026624068157614485
James Wolk,1,0.026624068157614485
Jamie Kennedy,1,0.026624068157614485
Jamie Lee Curtis,11,0.2928647497337593
Jamie Renée Smith,1,0.026624068157614485
Jan Decleir,1,0.026624068157614485
Janeane Garofalo,5,0.13312034078807242
Janet Jackson,1,0.026624068157614485
Janet Leigh,1,0.026624068157614485
Jason Alexander,1,0.026624068157614485
Jason Flemyng,4,0.10649627263045794
Jason London,1,0.026624068157614485
Jason Marsden,1,0.026624068157614485
Jason Mewes,2,0.05324813631522897
Jason Patric,3,0.07987220447284345
Jason Priestley,1,0.026624068157614485
Jason Robards,1,0.026624068157614485
Jason Statham,25,0.6656017039403621
Jasper Cole,1,0.026624068157614485
Javier Botet,2,0.05324813631522897
Jay Hernandez,5,0.13312034078807242
Jay Laga'aia,1,0.026624068157614485
Jean-Baptiste Maunier,1,0.026624068157614485
Jean-Pierre Léaud,1,0.026624068157614485
Jeanne Tripplehorn,3,0.07987220447284345
Jeff Bennett,1,0.026624068157614485
Jeff Bridges,16,0.42598509052183176
Jeff Fahey,1,0.026624068157614485
Jeff Kober,1,0.026624068157614485
Jeffrey Combs,1,0.026624068157614485
Jeffrey Falcon,1,0.026624068157614485
Jeffrey Jones,2,0.05324813631522897
Jelena Jovanova,1,0.026624068157614485
Jenna Fischer,3,0.07987220447284345
Jennifer Ehle,5,0.13312034078807242
Jennifer Esposito,1,0.026624068157614485
Jennifer Freeman,1,0.026624068157614485
Jennifer Garner,9,0.23961661341853036
Jennifer Hudson,1,0.026624068157614485
Jennifer Jason Leigh,6,0.1597444089456869
Jennifer Lawrence,14,0.3727369542066028
Jennifer Saunders,1,0.026624068157614485
Jenny Agutter,1,0.026624068157614485
Jensen Ackles,1,0.026624068157614485
Jere Burns,1,0.026624068157614485
Jeremy Brett,1,0.026624068157614485
Jeremy Davies,2,0.05324813631522897
Jeremy Irvine,3,0.07987220447284345
Jeremy Renner,9,0.23961661341853036
Jeremy Shada,1,0.026624068157614485
Jeremy W. Auman,1,0.026624068157614485
Jerry Ferrara,2,0.05324813631522897
Jerry Stiller,2,0.05324813631522897
Jesse McCartney,2,0.05324813631522897
Jessica Barden,1,0.026624068157614485
Jessica Lowndes,1,0.026624068157614485
Jessica Paré,2,0.05324813631522897
Jessie T. Usher,1,0.026624068157614485
Jessy Schram,1,0.026624068157614485
Jet Li,9,0.23961661341853036
Jill Clayburgh,1,0.026624068157614485
Jim Belushi,3,0.07987220447284345
Jim Broadbent,14,0.3727369542066028
Jim Carter,1,0.026624068157614485
Jim Gaffigan,2,0.05324813631522897
Jim Meskimen,1,0.026624068157614485
Jim Parsons,4,0.10649627263045794
Jim Sturgess,3,0.07987220447284345
Jimmy Bennett,7,0.1863684771033014
Jimmy Fallon,2,0.05324813631522897
Joan Allen,2,0.05324813631522897
Joan Rivers,1,0.026624068157614485
Joaquim de Almeida,1,0.026624068157614485
Joe Cocker,1,0.026624068157614485
Joe Don Baker,1,0.026624068157614485
Joe Estevez,1,0.026624068157614485
Joe Lo Truglio,2,0.05324813631522897
Joe Mantegna,6,0.1597444089456869
Joe Morton,2,0.05324813631522897
Joel Courtney,1,0.026624068157614485
Joel McHale,1,0.026624068157614485
Joely Richardson,2,0.05324813631522897
Johanna Braddy,1,0.026624068157614485
Johannes Silberschneider,1,0.026624068157614485
John Amos,3,0.07987220447284345
John Astin,1,0.026624068157614485
John August,1,0.026624068157614485
John Beasley,1,0.026624068157614485
John Belushi,2,0.05324813631522897
John Boyega,1,0.026624068157614485
John Cameron Mitchell,1,0.026624068157614485
John Cothran,1,0.026624068157614485
John Doe,1,0.026624068157614485
John Doman,1,0.026624068157614485
John F. Kennedy,1,0.026624068157614485
John Gatins,1,0.026624068157614485
John Heard,2,0.05324813631522897
John Howard,1,0.026624068157614485
John Kapelos,1,0.026624068157614485
John Karyus,1,0.026624068157614485
John Mahoney,1,0.026624068157614485
John Michael Higgins,3,0.07987220447284345
John Ratzenberger,3,0.07987220447284345
John Robinson,1,0.026624068157614485
John Saxon,1,0.026624068157614485
John Witherspoon,4,0.10649627263045794
John de Lancie,2,0.05324813631522897
Johnny Cannizzaro,1,0.026624068157614485
Johnny Depp,39,1.038338658146965
Johnny Lewis,1,0.026624068157614485
Jon Favreau,9,0.23961661341853036
Jon Foo,1,0.026624068157614485
Jon Hamm,5,0.13312034078807242
Jon Heder,3,0.07987220447284345
Jon Lovitz,6,0.1597444089456869
Jon Seda,1,0.026624068157614485
Jonathan Brandis,1,0.026624068157614485
Jonathan D. Mellor,1,0.026624068157614485
Jonathan Winters,3,0.07987220447284345
Jordana Brewster,2,0.05324813631522897
Jordana Spiro,1,0.026624068157614485
Jordi Mollà,2,0.05324813631522897
Joseph Cotten,2,0.05324813631522897
Joseph Gilgun,2,0.05324813631522897
Joseph Gordon-Levitt,16,0.42598509052183176
Josh Charles,2,0.05324813631522897
Josh Gad,2,0.05324813631522897
Josh Hutcherson,7,0.1863684771033014
Josh Swanson,1,0.026624068157614485
Josh Wingate,1,0.026624068157614485
